Employee_ID,Training Date,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1356,2018-03-09,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39
1357,2019-05-09,External,Incomplete,Williamview,Jessica Turner,3,231.65
1358,2021-08-14,Internal,Completed,Danielchester,Mary Galloway,2,994.81
1359,2021-01-18,External,Incomplete,South Lisaview,Mary Bonilla,4,729.91
1360,2020-06-22,Internal,Passed,North Anthonyberg,Douglas Barton,2,538.02
1361,2022-01-19,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
1362,2022-05-17,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94
1363,2019-06-07,Internal,Completed,Danielleburgh,Dana Martin,2,285.83
1364,2022-07-07,External,Incomplete,Poolemouth,John Wilson,4,818.6
1365,2019-03-28,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97
1366,2018-05-23,Internal,Completed,East David,Justin Herrera,1,762.83
1367,2018-04-20,External,Incomplete,Medinafort,Jesus Jackson,5,438.44
1368,2017-09-09,Internal,Incomplete,East Briantown,Denise Lopez,4,271.9
1369,2021-07-14,External,Incomplete,Danatown,David Hernandez,2,629.2
1370,2018-04-17,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28
1371,2019-05-15,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
1372,2019-04-04,Internal,Passed,Ericamouth,Amy Fowler,1,475.32
1373,2021-10-15,External,Failed,West Anthony,Julie Sanders,4,847.2
1374,2018-07-11,Internal,Completed,Colemanton,Ashley Miller,1,983.35
1375,2018-10-02,External,Passed,North Shawnville,Candace Brown,3,880.9
1376,2020-03-04,External,Completed,South Kimberly,Adam Smith,3,795.72
1377,2020-02-10,Internal,Completed,Port Kevinland,Anna Dennis,2,909.56
1378,2018-05-15,External,Failed,New Ashleyburgh,Danny Santiago,5,145.7
1379,2021-04-28,Internal,Passed,Joneston,Charles Lee,1,397.48
1380,2020-09-23,External,Failed,West David,Grace Wheeler,3,326.7
1381,2020-09-15,Internal,Failed,East Amy,Tammy Bowen,4,718.16
1382,2018-04-27,Internal,Passed,Jameschester,Jose Gates,5,162.46
1383,2018-10-06,Internal,Completed,Port Marie,Kara English MD,3,924.64
1384,2019-02-16,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48
1385,2021-05-14,Internal,Passed,Michaeltown,David Evans,1,678.07
1386,2018-02-13,External,Passed,West Hannah,Lindsay Rogers,1,106.91
1387,2021-08-24,External,Incomplete,Banksland,Paul Simon,1,195.95
1388,2018-01-07,External,Completed,Port Nancy,Natasha Lewis,1,918.34
1389,2020-03-26,External,Incomplete,Castilloville,Grace Archer,3,425.34
1390,2020-05-01,External,Completed,Port Kelly,Anthony Burns,3,512.53
1391,2020-10-10,External,Completed,Andersonland,Jason Jones,3,146.48
1392,2019-01-02,External,Completed,North Coleview,Anthony Hodges,3,578.62
1393,2019-01-20,External,Failed,Danastad,Stacy Leonard,3,255.61
1394,2017-08-11,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
1395,2020-12-18,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
1396,2018-09-24,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
1397,2021-10-17,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41
1398,2019-01-07,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
1399,2021-11-05,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11
1400,2022-04-26,Internal,Failed,New Melissachester,David Dennis,2,634.92
1401,2018-05-29,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
1402,2018-09-12,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
1403,2018-01-27,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02
1404,2018-08-20,Internal,Completed,North Ian,Rachel Harris,4,411.94
1405,2017-09-14,External,Completed,East Jaime,Ryan Flores,4,537.73
1406,2020-08-02,Internal,Incomplete,Fordborough,Jonathan French,5,930.1
1407,2021-01-26,External,Completed,Toddport,John Mercado,3,249.66
1408,2018-05-10,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
1409,2018-01-02,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
1410,2020-08-13,External,Completed,North Russellstad,Luis Reynolds,1,746.8
1411,2021-10-02,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75
1412,2017-12-17,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19
1413,2020-10-11,Internal,Completed,Deleonborough,Misty Miranda,5,918.34
1414,2022-04-01,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
1415,2020-03-20,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96
1416,2019-08-20,External,Passed,Fordside,Julie Lewis,2,638.69
1417,2022-07-16,Internal,Passed,North James,Brandon Braun,1,643.82
1418,2020-06-10,External,Failed,Lake Davidbury,Jermaine Coleman,1,840.76
1419,2018-08-25,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
1420,2019-05-04,Internal,Completed,Kevinfort,Kari Finley,5,889.57
1421,2018-02-24,Internal,Completed,Kevinmouth,Karen Brown,5,835.97
1422,2018-09-24,Internal,Failed,Lake Lauren,Andrea Cervantes,3,585.66
1423,2020-02-13,Internal,Passed,Hernandezstad,James Welch,3,255.55
1424,2019-01-05,External,Incomplete,Port Christiantown,Sean Wallace,4,695.24
1425,2018-01-18,Internal,Failed,Beckland,Michael Barnes,1,850.15
1426,2018-03-01,External,Completed,Mcfarlandside,Mary Baker,3,938.04
1427,2020-08-14,External,Passed,Brettview,Crystal Norton,1,684.24
1428,2018-06-06,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11
1429,2020-05-25,External,Failed,Nicholsview,Claudia Williams,4,441.43
1430,2022-03-17,External,Passed,New Robertfurt,Thomas Moran,4,193.99
1431,2021-10-02,External,Failed,Kellyland,Danielle Peck,3,790.72
1432,2021-01-22,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75
1433,2018-11-29,Internal,Passed,South Jose,Tiffany Adams,4,863.73
1434,2019-07-01,External,Incomplete,Patriciamouth,Diane Alvarado,2,746.99
1435,2021-03-24,Internal,Passed,Morganshire,Jessica Alexander,4,360.38
1436,2018-05-13,Internal,Incomplete,New Emilyland,Andrew Hendricks,1,298.3
1437,2018-06-07,External,Passed,South Rickyton,James Garcia,3,537.12
1438,2021-12-05,External,Passed,Lake Tony,George Swanson,2,996.18
1439,2019-09-29,Internal,Completed,Roseberg,Brandy Allison,4,764.43
1440,2019-09-04,External,Failed,Jessetown,Michael Carlson,5,490.33
1441,2017-08-26,Internal,Incomplete,Gallowaychester,Heather Price,4,758.41
1442,2018-08-17,External,Incomplete,Kingview,Heather Butler,3,367.56
1443,2018-09-25,Internal,Failed,Sarahberg,Kimberly Gray,5,582.49
1444,2022-03-11,External,Incomplete,New Jennaton,Christopher Garcia,2,561.14
1445,2021-12-15,Internal,Passed,Kathleenhaven,Angela Perez MD,5,458.8
1446,2017-08-10,Internal,Passed,Jenniferville,Jennifer Estrada,3,207.17
1447,2021-03-04,External,Completed,Merrittstad,Johnny Austin,4,784.89
1448,2019-06-02,Internal,Failed,Billymouth,Vicki Cook,5,151.43
1449,2020-06-29,Internal,Passed,Shermanhaven,Kristen Brown,5,675.71
1450,2020-10-24,Internal,Incomplete,Whitefurt,Thomas Frederick,5,436.63
1451,2017-10-22,External,Completed,Teresaberg,Jason Leonard,2,387.11
1452,2017-09-08,Internal,Passed,Suarezfort,Janet Schneider,4,320.38
1453,2018-02-08,Internal,Passed,Pearsonfort,Bryan Sanchez,2,294.55
1454,2020-03-29,External,Completed,South Anthonystad,Gina Williams,1,832.86
1455,2018-06-19,Internal,Passed,Wallacemouth,Rachel Moore,5,223.34
1456,2018-01-30,External,Incomplete,Lake Olivia,Heather Peters,3,456.95
1457,2021-05-06,External,Passed,Jameston,Mrs. Brittany Avila,5,988.47
1458,2018-02-02,External,Incomplete,Graymouth,Brittany Mack,1,429.49
1459,2020-12-08,Internal,Failed,Michelleview,Mark Cooper,3,798.97
1460,2017-10-12,Internal,Incomplete,Michelleshire,Richard Harris,2,864.22
1461,2021-04-22,Internal,Passed,West Jessicamouth,Crystal Roberts,1,302.52
1462,2020-09-05,External,Completed,East Sarahstad,Alisha Petersen,4,152.66
1463,2021-09-05,Internal,Completed,Lake Stephaniefort,Ralph Chavez,2,399.05
1464,2021-07-19,Internal,Completed,Navarrochester,Samuel Sparks,2,791.74
1465,2021-05-26,External,Incomplete,New Jordan,Pamela Rodriguez,4,770.23
1466,2021-10-31,External,Completed,Johnsontown,Valerie Collins,3,746.05
1467,2022-03-22,External,Completed,East Danielside,Jennifer Richmond,2,177.66
1468,2022-05-29,Internal,Passed,Sharonfort,Sharon Matthews,5,429.38
1469,2019-02-23,External,Incomplete,Sharonstad,Wendy Lopez,3,867.59
1470,2018-08-13,External,Failed,Lisaport,Anita Wright,5,502.65
1471,2018-03-25,Internal,Completed,South Johnchester,Reginald Shaw,3,488.68
1472,2017-12-14,Internal,Passed,Mistybury,Albert Schneider,3,416.76
1473,2020-03-07,External,Passed,Mackenziemouth,Mark Ramirez,4,336.08
1474,2022-06-16,External,Failed,Lake Kelliton,Stephanie Stevens,1,798.37
1475,2020-06-18,Internal,Passed,Lake Veronica,Sherry Cortez,3,499.48
1476,2022-05-22,External,Completed,Shelbyside,David Evans,2,615.32
1477,2018-05-14,External,Failed,Reyesview,Leonard Miller,5,410.36
1478,2019-12-27,External,Failed,North Ryan,Glenn Jensen,5,453.86
1479,2019-08-04,Internal,Failed,South Joseton,Nathaniel Blevins,1,975.27
1480,2019-08-25,External,Failed,Lake Meghan,Thomas Allen DDS,2,946.81
1481,2021-02-24,Internal,Completed,Cooperview,Richard Flynn,5,142.57
1482,2018-08-06,Internal,Completed,Johnview,William Jones,5,186.57
1483,2020-08-01,External,Incomplete,Melissabury,Jason Gibson,4,168.71
1484,2021-07-13,External,Incomplete,North Georgeburgh,Danielle Maxwell,1,473.77
1485,2020-05-28,External,Completed,East John,John Daniel,5,654.35
1486,2019-07-06,Internal,Incomplete,East April,Jenny Stewart,2,176.63
1487,2019-01-14,External,Failed,West Yvette,Christine Reed,3,385.82
1488,2019-02-04,Internal,Incomplete,Boydfurt,Felicia Hart,5,428.44
1489,2021-08-28,External,Completed,Rogersshire,Michele Ward,5,112.64
1490,2021-06-27,External,Incomplete,North Randalltown,John Gonzalez,4,849.95
1491,2018-12-19,External,Failed,West Ana,Corey Anthony,5,187.65
1492,2019-09-24,Internal,Failed,Lynchstad,Timothy Rice,1,285.56
1493,2022-07-06,Internal,Incomplete,Lake Sharihaven,Bonnie Ross,3,793.43
1494,2020-04-11,External,Passed,Williamsborough,Diana Johnson,5,978.89
1495,2019-02-12,Internal,Completed,Lake Lesliehaven,Angela Norman,4,993.66
1496,2017-12-25,External,Completed,North Anthony,Jose Bell,3,768.55
1497,2020-12-25,External,Completed,New Mark,Jeanette Kirby,3,140.78
1498,2020-05-22,Internal,Passed,Lake Jacobborough,John Garza,3,598.07
1499,2019-05-03,External,Incomplete,Port Josephmouth,Pamela Fuentes,5,543.52
1500,2018-02-27,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73
1501,2019-03-01,Internal,Completed,Valenzuelaland,Kelly Bruce,2,491.99
1502,2020-01-27,Internal,Failed,Garciabury,Lindsey Maldonado,4,245
1503,2022-06-18,External,Failed,Martinmouth,Ashley Carter,3,574.9
1504,2018-11-24,Internal,Failed,Veronicabury,Ivan Patton,4,684.08
1505,2020-09-24,Internal,Passed,Jessicaside,Jacqueline Mclaughlin,2,204.1
1506,2021-08-17,External,Failed,Riceland,Oscar Briggs,1,789.33
1507,2022-04-18,Internal,Completed,Pughland,Catherine Whitehead,3,812.13
1508,2019-04-15,Internal,Passed,Angelafurt,Christian Abbott,2,675.02
1509,2019-12-25,Internal,Incomplete,New Darren,William Ford,4,343.07
1510,2021-07-21,External,Incomplete,Lake Jamesport,Sarah Butler,5,986.78
1511,2021-11-04,Internal,Failed,Kevinmouth,William Nguyen,5,511.15
1512,2019-04-20,External,Failed,Taylorland,Joseph Hayden,5,305.09
1513,2018-09-05,External,Failed,Jeffburgh,Jon Braun,4,746.57
1514,2018-08-11,Internal,Failed,Gardnertown,Cindy Horn,5,434.39
1515,2017-11-04,External,Completed,Franktown,Kristopher Turner,3,765.84
1516,2017-11-04,Internal,Failed,North Brandonshire,Brian Powell,3,457.4
1517,2018-07-27,External,Passed,Parkerland,Nicholas Wallace,3,615.84
1518,2019-12-21,Internal,Completed,South Kevin,Tanya Marshall,2,803.79
1519,2021-07-25,External,Completed,Brookefort,William Rodriguez,2,586.89
1520,2018-06-15,External,Failed,Rachelmouth,Thomas Johnson,5,104.48
1521,2019-04-04,Internal,Passed,Thomasmouth,Richard Warner,1,877.41
1522,2022-02-03,External,Incomplete,Hayesport,Kimberly Martin,3,791.99
1523,2021-09-20,External,Incomplete,South Veronica,Amanda Mcbride,2,660.4
1524,2022-07-12,Internal,Completed,Johnsonfurt,Richard Martinez,2,928.81
1525,2020-04-25,Internal,Incomplete,Davisview,Sarah Smith,4,347.29
1526,2020-03-13,Internal,Completed,New Richardhaven,Victoria Patel,3,190.51
1527,2020-08-16,External,Incomplete,Stacyton,Cristina Shields,3,206.53
1528,2020-10-18,Internal,Incomplete,Lake Amy,Ryan Carey,1,639.93
1529,2019-02-16,External,Incomplete,North Susan,Elizabeth Robinson,5,304.06
1530,2018-08-07,External,Passed,Adamsmouth,Brendan Robles,4,261.13
1531,2021-01-03,Internal,Passed,North Andrewport,Anna Brooks,4,404.06
1532,2019-09-22,External,Completed,Brianshire,Scott Griffin,5,746.17
1533,2021-11-11,External,Passed,Allenside,Kristen Mills,2,278.33
1534,2017-08-11,External,Failed,Port Jake,Carla Smith,1,857.19
1535,2022-03-31,Internal,Failed,Rhondaport,Mrs. Kelly Rich PhD,3,442.86
1536,2020-03-10,Internal,Passed,Josephshire,Travis Ryan,4,382
1537,2018-08-30,External,Incomplete,Lake Kyle,David Anderson,2,430.09
1538,2020-06-07,External,Failed,South Michaelmouth,Heather Tucker,3,854.47
1539,2019-04-22,Internal,Passed,Brentberg,Sierra Mooney,5,899.57
1540,2017-10-19,Internal,Incomplete,Rochaton,Stephanie Zamora,1,686.34
1541,2017-12-03,Internal,Passed,Lake Rebecca,Russell Gutierrez,4,770.12
1542,2020-02-20,External,Incomplete,Jamiechester,Amanda Fowler,4,180.73
1543,2020-01-17,Internal,Incomplete,Port Codyshire,Tracie Hicks,2,734.87
1544,2019-10-04,Internal,Passed,Burkeport,Kelly Bennett,3,811.24
1545,2020-01-29,Internal,Passed,East Kathleenstad,Ethan Golden,3,566
1546,2021-07-26,External,Incomplete,East Guyview,Stephanie Rogers,5,638.92
1547,2017-09-21,Internal,Incomplete,North Patricia,Regina Brown,3,340.07
1548,2017-12-25,Internal,Passed,North Nicholasberg,Nicholas Bryant,4,206.75
1549,2019-11-03,External,Completed,North Paulbury,Tammy Smith,1,759.56
1550,2020-10-22,External,Failed,Sarahville,Sarah Blake,3,354.19
1551,2017-08-27,External,Incomplete,Kimberlyshire,Todd Medina,4,791.44
1552,2019-07-12,External,Passed,Hendersonbury,Michael Brown,4,616.86
1553,2020-01-25,External,Completed,Chenshire,Michael Hoffman,3,528.55
1554,2019-05-11,Internal,Completed,North Taraview,Donald Wong,2,892.06
1555,2019-07-24,External,Passed,New Jamesport,Karen Ramos MD,5,757.78
1556,2021-08-09,External,Completed,Justinmouth,Vincent Lester,1,337.94
1557,2021-06-12,External,Incomplete,Nicholasfurt,Eric Bullock,5,256.57
1558,2021-02-10,External,Passed,Alvarezland,Daniel Edwards,2,839.12
1559,2022-01-13,External,Passed,East Kimberly,Katherine Wilson,1,281.94
1560,2019-03-10,External,Completed,Careyberg,Allen Spencer,2,821.41
1561,2021-02-25,Internal,Incomplete,Lake Jenniferside,Dr. Heather Osborne,3,924.06
1562,2021-07-21,Internal,Passed,Thompsonmouth,Alexis Ryan,2,578.66
1563,2021-07-11,External,Incomplete,Grantton,Laura Harper,3,721.86
1564,2018-12-02,External,Completed,Mannton,Larry Johnson,4,430.3
1565,2022-04-10,Internal,Completed,New Taylorhaven,Heather Jones,3,337.52
1566,2021-12-08,Internal,Failed,East Matthew,Mrs. Jordan Lee,1,692.71
1567,2021-06-22,External,Failed,Nicoleborough,Debra Bailey,1,177.99
1568,2021-09-22,External,Incomplete,Riddleland,Maria Ramos,5,586.71
1569,2018-07-15,Internal,Completed,West Patrickmouth,Brian Fitzpatrick,2,771.98
1570,2020-09-01,Internal,Passed,West Chelseastad,Christopher Davidson,4,121.88
1571,2018-07-16,External,Completed,Hillstad,Jennifer Gonzales,2,379.68
1572,2020-12-24,Internal,Completed,Adammouth,Douglas Greer,2,738.65
1573,2018-04-17,External,Incomplete,Khanberg,Douglas Johnson,2,159.42
1574,2018-10-26,Internal,Passed,South Andrew,Timothy Wood,1,689.76
1575,2018-08-29,Internal,Incomplete,Torresbury,Lisa Harris,5,981.36
1576,2021-12-12,Internal,Completed,Jessicaview,Patricia Daugherty,4,104.34
1577,2022-03-08,External,Failed,Lake Billy,Katherine Ward,5,413.08
1578,2019-05-29,External,Incomplete,Lake Susanmouth,Brandon Booker,1,856.71
1579,2021-09-16,Internal,Passed,Port Stevenside,Ashley Brown,5,322.3
1580,2020-08-15,Internal,Passed,Garciafurt,Julie James,3,527.93
1581,2019-10-25,External,Failed,Port Kellyside,Lindsay Allison,2,480.2
1582,2018-08-28,Internal,Completed,West Adam,Nicole Thompson,5,323.79
1583,2018-06-13,External,Failed,East Ronniehaven,Blake Miller,3,184.66
1584,2020-01-12,External,Passed,South Kristaborough,Thomas Ware,4,265.22
1585,2021-02-07,External,Incomplete,Kellybury,Lauren Rogers PhD,5,843.28
1586,2019-11-09,Internal,Passed,North Megan,Johnny Moore,3,643.9
1587,2019-05-13,Internal,Completed,Alvarezshire,Daniel Perez,4,876.73
1588,2021-12-31,Internal,Failed,East Douglasport,Christopher Hayes,1,293.85
1589,2017-12-03,Internal,Incomplete,Port Ronnie,Robert Jones,4,328.06
1590,2019-02-21,Internal,Failed,Sarahbury,Jordan Jarvis,2,187.35
1591,2019-09-07,Internal,Passed,Port Linda,Karen Gonzalez,5,340.01
1592,2019-06-19,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82
1593,2021-10-14,External,Failed,Debbiemouth,Pamela Sharp,1,321.08
1594,2022-06-20,External,Failed,New Tinafurt,Jessica King,1,684.45
1595,2019-11-09,External,Passed,Gallagherstad,Pamela Hernandez,4,571.48
1596,2021-09-19,Internal,Incomplete,Franklinstad,Misty Burns,4,683.34
1597,2017-11-09,Internal,Incomplete,Lake Charles,Richard Owen,2,865.57
1598,2017-12-30,Internal,Incomplete,New Jenniferburgh,Daniel Barnes,2,130.29
1599,2022-05-11,External,Passed,Shawnport,Alexandra Lin,2,848.72
1600,2021-11-03,Internal,Passed,Jorgemouth,Katherine Ramos,5,851.93
1601,2019-06-14,Internal,Incomplete,New Shannontown,Anthony King,4,381.09
1602,2018-10-15,External,Incomplete,Munozborough,Reginald Turner,4,175.5
1603,2019-04-28,External,Completed,Port Sabrinaton,Steven Larson,2,784.15
1604,2018-10-29,External,Passed,New Ashley,Jason Williams,3,999.97
1605,2020-04-28,Internal,Passed,Beckerside,Shane Weaver,5,878.65
1606,2021-04-19,Internal,Completed,Petermouth,Teresa Dickerson PhD,5,937.89
1607,2022-03-28,External,Completed,West Jamesshire,Pamela Stevens,3,961.1
1608,2018-05-06,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96
1609,2019-10-13,Internal,Failed,New Jennifer,Emily Fisher,3,455.52
1610,2020-07-06,External,Completed,North Erin,Francisco Hines,4,815.24
1611,2019-09-24,External,Failed,North Debra,Laura Jones,5,534.82
1612,2022-01-18,External,Incomplete,Lake Brentbury,Brad King,4,522.79
1613,2018-08-22,Internal,Completed,Lake Charlesberg,Justin Rivera,1,868.8
1614,2018-07-25,External,Passed,Kennethstad,Tammy Paul,1,808.85
1615,2018-11-11,Internal,Passed,Marystad,Sabrina Hicks,1,874.1
1616,2021-07-16,External,Completed,Michelleborough,Mark Cisneros,2,206.73
1617,2021-12-19,Internal,Completed,New Hannah,George Stevenson,3,586.5
1618,2019-09-15,Internal,Passed,East Stephenfurt,Rose Ortega DDS,2,779.69
1619,2019-10-04,Internal,Incomplete,Port Courtneymouth,Willie Roth,4,506.99
1620,2021-04-23,External,Completed,Bakerberg,Michael Lee,5,986.14
1621,2020-11-27,Internal,Completed,Pattersonmouth,Scott Calhoun,2,264.74
1622,2018-11-29,Internal,Passed,Port Jonathanburgh,Jason Martinez,4,344.06
1623,2018-05-30,Internal,Passed,Lloydfurt,Matthew Nelson,3,232.5
1624,2019-11-23,Internal,Failed,Katherineland,Brittney Chapman,1,953.68
1625,2021-04-08,External,Passed,East Danielport,David Wood,5,101.56
1626,2020-02-25,Internal,Failed,Austinville,Ryan Morris,3,624.8
1627,2018-03-13,Internal,Completed,South Emmaport,Brenda Richardson,5,943.93
1628,2022-02-12,Internal,Completed,Port Nicholasburgh,Kimberly Owens,1,781.52
1629,2017-09-08,Internal,Failed,East Kevinstad,Jason Moore,2,615.28
1630,2020-11-18,External,Incomplete,South Matthew,Ann Wright,4,779.26
1631,2022-07-01,External,Incomplete,Larryshire,Marissa Mcintyre,1,464.49
1632,2021-04-18,External,Completed,Deniseshire,Jim Adams,4,196.31
1633,2022-04-29,External,Passed,East Allison,Daniel Benitez,3,300.12
1634,2017-10-10,External,Failed,Donnaport,Amber Waters,3,895.42
1635,2021-11-20,External,Completed,Port Mark,Christina Moore,3,619.86
1636,2018-05-18,External,Completed,South Sarah,Matthew Benson,1,943.84
1637,2020-06-22,External,Failed,Onealshire,Daniel Taylor,5,556.33
1638,2021-03-30,External,Completed,North James,Theodore Torres,4,274.97
1639,2017-08-28,Internal,Completed,West Tonyfurt,James Wagner,5,359.87
1640,2020-12-27,Internal,Completed,Port Heather,Jennifer Bell,1,881.51
1641,2019-11-14,External,Passed,Tylermouth,Bradley Warner,5,879.86
1642,2020-10-01,External,Passed,Lake Andrea,Joseph Steele,3,226.92
1643,2017-10-13,External,Completed,Farleychester,Linda Strong,3,674.14
1644,2017-12-15,External,Failed,East Victoria,Lindsay Parker,4,383.95
1645,2018-03-28,External,Completed,New Jeffrey,Nicole Horn,1,122.81
1646,2017-12-27,Internal,Completed,North Robertville,Joseph Hill,5,380.22
1647,2018-05-11,External,Passed,Lancemouth,Melissa Wood,5,719.1
1648,2020-02-19,External,Passed,West Dawntown,Kevin Palmer,1,699.81
1649,2021-11-05,Internal,Passed,New David,Lisa Kennedy MD,5,452.38
1650,2019-03-22,Internal,Completed,Robertfort,Angela Lewis,3,727.36
1651,2018-02-02,Internal,Passed,Danieltown,Leslie Howell,5,595.83
1652,2019-02-24,Internal,Completed,Pageport,John Watson,4,740.51
1653,2020-04-07,External,Incomplete,Jasonport,Tammy Gaines,1,886.01
1654,2019-11-14,External,Failed,Michaelshire,George Morris,2,641.09
1655,2021-01-17,Internal,Completed,Garciafurt,Candice Williams,5,780.94
1656,2020-09-02,Internal,Completed,North Amanda,Christopher Drake,3,132.75
1657,2022-07-30,Internal,Passed,South Danny,Robert Bartlett,1,838.52
1658,2022-06-27,External,Failed,Morrisburgh,Bradley Walker,4,474.23
1659,2021-03-27,Internal,Incomplete,Briggsport,Christine Rollins,1,579.06
1660,2021-08-12,Internal,Failed,Lake Angela,Paula Choi,5,698.82
1661,2021-07-08,Internal,Failed,New Nathan,Justin Thompson,5,633.36
1662,2019-08-15,Internal,Failed,Wilsonborough,Diane Lam,3,241.19
1663,2022-05-27,External,Passed,New Elizabeth,Dustin Alexander,5,271.37
1664,2022-01-02,Internal,Incomplete,East Jimmy,Christopher Smith,1,137.87
1665,2017-11-16,Internal,Passed,Herreraland,Dr. Christina Johnson,3,999.83
1666,2021-07-12,Internal,Failed,New Paula,Kristin Scott,5,597.62
1667,2021-12-16,External,Completed,Munozstad,Thomas Schmitt,1,697.89
1668,2022-05-08,External,Failed,Lake Melanie,Jocelyn Lee,5,673.27
1669,2022-04-07,External,Passed,Danielport,Ronald Shaw,5,753.01
1670,2021-02-15,Internal,Failed,Aaronstad,Jamie Riley,5,939.02
1671,2022-07-17,External,Passed,East Jeremy,Stacey Sparks,2,680.45
1672,2018-05-03,External,Completed,Jacksonmouth,Todd Shea,3,263.8
1673,2021-03-25,External,Incomplete,Christinashire,Mark Miller,2,981.06
1674,2019-04-07,Internal,Passed,New William,Brandon Lee,1,293.55
1675,2020-03-10,Internal,Failed,New Alexanderland,Matthew Robertson,4,904.68
1676,2018-08-04,Internal,Failed,Carlland,Michael Patel,5,104.66
1677,2020-04-11,External,Incomplete,Nicholsonfurt,Juan Hall,2,836.37
1678,2018-06-16,Internal,Completed,Turnershire,Patricia Smith,1,749.64
1679,2019-10-08,External,Failed,Lloydborough,Alicia Reed,5,213.06
1680,2020-08-18,Internal,Completed,Wrightburgh,Jennifer Mclaughlin,3,882.76
1681,2019-03-16,External,Failed,Santanastad,Brenda Tyler,1,113.42
1682,2018-01-24,External,Failed,South Rhondaburgh,Brittany Munoz,3,284.61
1683,2021-06-11,Internal,Failed,Port Amanda,Melissa Carter,1,599.74
1684,2021-07-02,Internal,Failed,North Amberport,Randall Smith,5,700.99
1685,2018-09-08,Internal,Passed,West Jenniferton,Mr. James Mills,1,650.07
1686,2021-07-10,External,Completed,West Robert,Paul Cook,2,851.38
1687,2021-04-24,Internal,Failed,Tanyabury,James Brown,4,455.1
1688,2019-03-31,Internal,Completed,Brendaside,Paul Harrington,3,880.67
1689,2018-03-23,External,Passed,Moodychester,Tara Ballard,2,712.64
1690,2018-03-09,Internal,Failed,Moralesport,Daniel Barnett,3,504.34
1691,2018-02-21,External,Failed,South Kellyborough,Michael Williamson,3,120.37
1692,2018-10-04,External,Failed,North Madisonberg,Daniel Alvarez,1,705.24
1693,2018-11-24,External,Passed,Hodgesmouth,Kim James,5,928.81
1694,2019-08-17,Internal,Completed,Kaylaburgh,William Moore,5,638.07
1695,2020-03-16,Internal,Passed,East James,Brittany Fuller,2,913.34
1696,2020-11-16,Internal,Completed,Yatesburgh,Dr. Eric Reynolds,1,754.78
1697,2021-05-03,External,Passed,South Mistychester,Sierra Bishop,4,503.3
1698,2018-12-24,External,Passed,Dustinville,Shawn Williams,5,218.31
1699,2020-10-21,External,Incomplete,Port Jorge,Derek Wilson,3,730.86
1700,2017-09-08,External,Completed,Andradeport,Dr. Taylor Davis,4,203.34
1701,2018-02-26,Internal,Passed,South Taylor,Marcus Harris,1,460.53
1702,2022-04-21,Internal,Completed,Meganport,Madison Rogers,5,733.92
1703,2018-09-19,Internal,Completed,Audreyfort,Lance Steele,2,987.43
1704,2019-12-23,External,Completed,Lake Julia,Sarah Ryan,1,691.32
1705,2018-03-29,External,Passed,Lake Traceyborough,Evan Davis,1,663.08
1706,2020-05-15,External,Incomplete,Kathleenhaven,Daniel Rivera,1,970.01
1707,2021-03-14,Internal,Passed,Shepherdchester,Jeffrey Williams,3,496.31
1708,2020-12-06,Internal,Incomplete,South Carrie,Matthew Cox,5,640.01
1709,2020-10-27,External,Failed,South Lance,Stephanie Haney,4,858.8
1710,2022-04-01,External,Passed,Markville,Sharon Sanchez,2,300.52
1711,2018-05-29,External,Failed,Lindaland,Melissa Martinez,3,102.19
1712,2018-07-12,Internal,Completed,Michaelberg,Adam Walters,2,581.16
1713,2017-08-10,Internal,Incomplete,Clarkeside,Samantha Mcguire,3,752.91
1714,2020-09-29,External,Passed,Lake Michael,Gary Smith,3,374.58
1715,2020-08-05,Internal,Incomplete,North Danielfort,Hector Hinton,3,788.64
